user_id,item_id,ratings
0,0,0.43857142857142856
0,1,1.01
0,2,0.8671428571428571
0,3,0.7242857142857143
0,4,1.01
0,5,0.8671428571428571
0,6,0.8671428571428571
0,7,0.7242857142857143
0,8,0.5814285714285714
0,9,1.01
1,13,0.01
1,14,0.15285714285714286
1,15,1.01
1,16,0.7242857142857143
1,17,1.01
1,18,1.01
1,19,0.5814285714285714
1,20,0.2957142857142857
1,21,0.43857142857142856
1,22,0.7242857142857143
1,23,1.01
1,24,0.2957142857142857
1,25,0.15285714285714286
1,26,1.01
1,27,0.7242857142857143
1,28,0.7242857142857143
1,29,1.01
1,30,0.7242857142857143
1,31,0.43857142857142856
1,32,0.5814285714285714
1,33,0.7242857142857143
1,34,1.01
1,35,0.43857142857142856
1,36,0.43857142857142856
1,37,0.43857142857142856
1,38,1.01
1,39,1.01
1,40,1.01
1,41,0.01
1,42,1.01
1,43,1.01
1,44,0.5814285714285714
1,45,0.15285714285714286
1,46,0.5814285714285714
1,47,1.01
1,48,0.7242857142857143
1,49,1.01
1,50,0.01
1,51,1.01
1,52,1.01
1,53,1.01
1,54,0.5814285714285714
1,55,0.5814285714285714
1,56,0.01
1,57,1.01
1,58,1.01
1,59,1.01
1,60,0.01
1,61,1.01
1,62,0.2957142857142857
1,63,1.01
1,64,0.01
1,65,1.01
1,66,1.01
1,5,0.01
1,67,1.01
1,68,0.7242857142857143
1,69,0.5814285714285714
1,70,1.01
1,71,0.5814285714285714
1,72,0.01
1,73,0.5814285714285714
1,74,0.8671428571428571
1,75,0.01
1,76,0.8671428571428571
1,77,1.01
1,78,0.43857142857142856
1,79,0.5814285714285714
1,80,0.43857142857142856
1,81,0.8671428571428571
1,82,0.5814285714285714
1,83,0.8671428571428571
1,84,0.7242857142857143
1,85,0.8671428571428571
1,86,0.8671428571428571
1,87,0.5814285714285714
1,88,0.01
1,89,0.8671428571428571
1,90,0.15285714285714286
1,91,0.5814285714285714
1,92,0.15285714285714286
1,93,1.01
1,94,0.7242857142857143
1,95,1.01
1,96,1.01
1,97,0.5814285714285714
1,98,0.7242857142857143
1,99,0.01
1,100,0.7242857142857143
1,101,1.01
1,102,1.01
1,103,0.43857142857142856
1,104,0.7242857142857143
1,105,0.7242857142857143
1,106,1.01
1,107,0.01
1,108,0.7242857142857143
1,109,1.01
1,110,1.01
1,111,0.7242857142857143
1,112,0.15285714285714286
1,113,1.01
1,114,1.01
1,115,0.15285714285714286
1,116,1.01
1,117,1.01
1,118,0.43857142857142856
1,119,0.5814285714285714
1,120,0.43857142857142856
1,121,0.43857142857142856
1,122,0.8671428571428571
1,123,0.8671428571428571
1,124,0.5814285714285714
1,125,1.01
1,126,0.01
1,127,0.01
1,128,1.01
1,129,0.5814285714285714
